,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,target
1042,1,4,0,0,2,3,1,3,2,0,1,1,0,0,2,2,1,1,1
1043,1,4,0,0,2,3,1,3,2,0,1,1,1,2,2,0,4,2,0
1044,1,0,1,3,2,1,2,2,1,0,1,1,0,0,2,2,1,1,1
1045,1,0,1,3,2,1,2,2,1,0,1,1,1,2,2,0,4,2,0
1046,0,1,1,0,0,2,2,1,1,0,1,1,1,2,2,0,4,2,0
1047,0,1,1,1,2,2,0,4,2,2,1,1,1,2,1,1,0,2,1
1048,0,1,1,1,2,2,0,4,2,3,2,1,0,2,2,1,1,2,1
1049,0,1,1,1,2,2,0,4,2,3,4,1,0,2,2,0,2,2,0
1050,2,1,1,1,2,1,1,0,2,3,2,1,0,2,2,1,1,2,1
1051,2,1,1,1,2,1,1,0,2,3,4,1,0,2,2,0,2,2,0
1052,3,2,1,0,2,2,1,1,2,3,4,1,0,2,2,0,2,2,0
1053,3,4,1,0,2,2,0,2,2,2,4,1,3,2,3,0,4,2,0
1054,2,4,1,3,2,3,0,4,2,2,1,1,0,2,2,2,2,1,0
1055,2,1,1,0,2,2,2,2,1,2,2,1,2,2,2,0,1,2,1
1056,2,1,1,0,2,2,2,2,1,1,0,1,0,2,2,0,1,1,1
1057,2,1,1,0,2,2,2,2,1,2,1,1,0,0,2,0,4,2,0
1058,2,2,1,2,2,2,0,1,2,1,0,1,0,2,2,0,1,1,1
1059,2,2,1,2,2,2,0,1,2,2,1,1,0,0,2,0,4,2,0
1060,1,0,1,0,2,2,0,1,1,2,1,1,0,0,2,0,4,2,0
1061,2,1,1,0,0,2,0,4,2,1,1,1,0,2,2,1,3,1,1
1062,2,1,1,0,0,2,0,4,2,2,1,1,3,2,3,0,4,2,1
1063,2,1,1,0,0,2,0,4,2,1,1,1,2,0,1,1,4,1,0
1064,1,1,1,0,2,2,1,3,1,2,1,1,3,2,3,0,4,2,1
1065,1,1,1,0,2,2,1,3,1,1,1,1,2,0,1,1,4,1,0
1066,2,1,1,3,2,3,0,4,2,1,1,1,2,0,1,1,4,1,0
1067,1,1,1,2,0,1,1,4,1,3,4,2,2,0,2,1,3,2,1
1068,1,1,1,2,0,1,1,4,1,0,1,2,4,2,2,2,2,2,1
1069,1,1,1,2,0,1,1,4,1,1,1,1,2,2,1,2,0,1,0
1070,3,4,2,2,0,2,1,3,2,0,1,2,4,2,2,2,2,2,1
1071,3,4,2,2,0,2,1,3,2,1,1,1,2,2,1,2,0,1,0
1072,0,1,2,4,2,2,2,2,2,1,1,1,2,2,1,2,0,1,0
1073,1,1,1,2,2,1,2,0,1,1,2,1,0,0,2,1,0,2,0
1074,1,2,1,0,0,2,1,0,2,1,1,1,3,1,1,3,1,2,1
1075,1,2,1,0,0,2,1,0,2,1,1,1,1,2,2,0,3,2,0
1076,1,1,1,3,1,1,3,1,2,1,1,1,1,2,2,0,3,2,0
1077,1,1,1,1,2,2,0,3,2,2,2,1,3,2,2,0,2,2,0
1078,2,2,1,3,2,2,0,2,2,1,1,2,3,2,2,1,2,2,1
1079,2,2,1,3,2,2,0,2,2,2,1,1,0,2,2,1,4,2,0
1080,1,1,2,3,2,2,1,2,2,2,1,1,0,2,2,1,4,2,0
1081,2,1,1,0,2,2,1,4,2,1,1,1,3,0,2,0,1,2,1
1082,2,1,1,0,2,2,1,4,2,3,1,1,0,2,1,1,2,2,1
1083,2,1,1,0,2,2,1,4,2,1,2,1,3,2,1,1,3,2,0
1084,1,1,1,3,0,2,0,1,2,3,1,1,0,2,1,1,2,2,1
1085,1,1,1,3,0,2,0,1,2,1,2,1,3,2,1,1,3,2,0
1086,3,1,1,0,2,1,1,2,2,1,2,1,3,2,1,1,3,2,0
1087,1,2,1,3,2,1,1,3,2,3,4,1,0,2,3,0,4,2,1
1088,1,2,1,3,2,1,1,3,2,2,1,1,1,2,1,3,3,2,1
1089,1,2,1,3,2,1,1,3,2,2,1,1,0,2,3,0,3,2,0
1090,3,4,1,0,2,3,0,4,2,2,1,1,1,2,1,3,3,2,1
1091,3,4,1,0,2,3,0,4,2,2,1,1,0,2,3,0,3,2,0
1092,2,1,1,1,2,1,3,3,2,2,1,1,0,2,3,0,3,2,0
1093,2,1,1,0,2,3,0,3,2,1,4,1,3,2,2,0,2,2,1
1094,2,1,1,0,2,3,0,3,2,1,1,1,3,2,2,1,4,2,1
1095,2,1,1,0,2,3,0,3,2,1,0,1,0,2,1,0,0,1,0
1096,1,4,1,3,2,2,0,2,2,1,1,1,3,2,2,1,4,2,1
1097,1,4,1,3,2,2,0,2,2,1,0,1,0,2,1,0,0,1,0
1098,1,1,1,3,2,2,1,4,2,1,0,1,0,2,1,0,0,1,0
1099,1,0,1,0,2,1,0,0,1,1,1,1,0,2,0,0,3,2,1
1100,1,0,1,0,2,1,0,0,1,3,0,1,3,2,3,1,0,2,1
1101,1,0,1,0,2,1,0,0,1,1,1,1,3,0,2,1,0,2,0
1102,1,1,1,0,2,0,0,3,2,3,0,1,3,2,3,1,0,2,1
1103,1,1,1,0,2,0,0,3,2,1,1,1,3,0,2,1,0,2,0
1104,3,0,1,3,2,3,1,0,2,1,1,1,3,0,2,1,0,2,0
1105,1,1,1,3,0,2,1,0,2,1,1,1,1,2,2,0,1,2,0
1106,1,1,1,1,2,2,0,1,2,2,1,1,0,2,1,0,2,2,1
1107,1,1,1,1,2,2,0,1,2,3,1,1,0,2,2,1,1,2,1
1108,1,1,1,1,2,2,0,1,2,2,1,1,3,2,2,0,0,2,0
1109,2,1,1,0,2,1,0,2,2,3,1,1,0,2,2,1,1,2,1
1110,2,1,1,0,2,1,0,2,2,2,1,1,3,2,2,0,0,2,0
1111,3,1,1,0,2,2,1,1,2,2,1,1,3,2,2,0,0,2,0
1112,2,1,1,3,2,2,0,0,2,3,1,1,0,2,2,0,2,2,1
1113,2,1,1,3,2,2,0,0,2,2,1,1,3,2,2,0,3,2,1
1114,2,1,1,3,2,2,0,0,2,3,4,1,0,0,2,0,4,2,0
1115,3,1,1,0,2,2,0,2,2,2,1,1,3,2,2,0,3,2,1
1116,3,1,1,0,2,2,0,2,2,3,4,1,0,0,2,0,4,2,0
1117,2,1,1,3,2,2,0,3,2,3,4,1,0,0,2,0,4,2,0
1118,3,4,1,0,0,2,0,4,2,3,1,0,2,2,2,0,3,2,1
1119,3,4,1,0,0,2,0,4,2,3,4,1,0,2,2,0,4,2,1
1120,3,4,1,0,0,2,0,4,2,1,1,1,0,2,2,0,0,2,0
1121,3,1,0,2,2,2,0,3,2,3,4,1,0,2,2,0,4,2,1
1122,3,1,0,2,2,2,0,3,2,1,1,1,0,2,2,0,0,2,0
1123,3,4,1,0,2,2,0,4,2,1,1,1,0,2,2,0,0,2,0
1124,1,1,1,0,2,2,0,0,2,2,1,1,0,2,2,1,2,2,1
1125,1,1,1,0,2,2,0,0,2,1,1,1,3,2,2,0,1,2,1
1126,1,1,1,0,2,2,0,0,2,1,1,1,3,2,2,0,1,1,0
1127,2,1,1,0,2,2,1,2,2,1,1,1,3,2,2,0,1,2,1
1128,2,1,1,0,2,2,1,2,2,1,1,1,3,2,2,0,1,1,0
1129,1,1,1,3,2,2,0,1,2,1,1,1,3,2,2,0,1,1,0
1130,1,1,1,3,2,2,0,1,1,3,4,1,0,2,3,1,1,2,1
1131,1,1,1,3,2,2,0,1,1,0,1,2,4,2,2,0,3,2,0
1132,3,4,1,0,2,3,1,1,2,0,1,2,4,2,2,0,3,2,0
1133,0,1,2,4,2,2,0,3,2,0,1,1,0,2,2,0,2,2,0
1134,0,1,1,0,2,2,0,2,2,2,2,1,3,2,2,0,0,2,1
1135,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,0,2,1,1
1136,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,1,2,1,0
1137,2,2,1,3,2,2,0,0,2,1,1,0,1,0,1,0,2,1,1
1138,2,2,1,3,2,2,0,0,2,1,1,0,1,0,1,1,2,1,0
1139,1,1,0,1,0,1,0,2,1,1,1,0,1,0,1,1,2,1,0
1140,1,1,0,1,0,1,1,2,1,1,2,0,2,0,2,1,2,1,0
1141,1,2,0,2,0,2,1,2,1,1,1,1,1,2,1,0,4,2,0
1142,1,1,1,1,2,1,0,4,2,2,0,1,0,2,2,3,4,2,0
1143,2,0,1,0,2,2,3,4,2,2,4,2,3,2,2,2,1,2,1
1144,2,0,1,0,2,2,3,4,2,1,0,1,0,2,0,1,4,2,1
1145,2,0,1,0,2,2,3,4,2,1,1,1,3,2,1,0,3,2,0
1146,2,4,2,3,2,2,2,1,2,1,0,1,0,2,0,1,4,2,1
1147,2,4,2,3,2,2,2,1,2,1,1,1,3,2,1,0,3,2,0
1148,1,0,1,0,2,0,1,4,2,1,1,1,3,2,1,0,3,2,0
1149,1,1,1,3,2,1,0,3,2,3,1,1,0,2,1,0,0,2,1
1150,1,1,1,3,2,1,0,3,2,2,2,1,0,2,2,0,3,2,1
1151,1,1,1,3,2,1,0,3,2,2,0,1,1,2,3,2,3,2,0
1152,3,1,1,0,2,1,0,0,2,2,2,1,0,2,2,0,3,2,1
1153,3,1,1,0,2,1,0,0,2,2,0,1,1,2,3,2,3,2,0
1154,2,2,1,0,2,2,0,3,2,2,0,1,1,2,3,2,3,2,0
1155,2,0,1,1,2,3,2,3,2,1,1,0,2,2,1,1,3,2,1
1156,2,0,1,1,2,3,2,3,2,1,0,1,1,2,2,3,0,1,1
1157,2,0,1,1,2,3,2,3,2,3,1,1,0,1,2,0,1,2,0
1158,1,1,0,2,2,1,1,3,2,1,0,1,1,2,2,3,0,1,1
1159,1,1,0,2,2,1,1,3,2,3,1,1,0,1,2,0,1,2,0
1160,1,0,1,1,2,2,3,0,1,3,1,1,0,1,2,0,1,2,0
1161,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1,1
1162,3,1,1,0,1,2,0,1,2,1,4,1,3,2,3,1,2,2,1
1163,3,1,1,0,1,2,0,1,2,3,1,1,2,2,3,0,0,2,0
1164,0,1,1,1,2,2,1,2,1,1,4,1,3,2,3,1,2,2,1
1165,0,1,1,1,2,2,1,2,1,3,1,1,2,2,3,0,0,2,0
1166,1,4,1,3,2,3,1,2,2,3,1,1,2,2,3,0,0,2,0
1167,3,1,1,2,2,3,0,0,2,1,2,1,0,2,2,3,2,2,1
1168,3,1,1,2,2,3,0,0,2,1,1,1,3,2,2,2,1,1,1
1169,3,1,1,2,2,3,0,0,2,1,1,1,3,2,1,1,3,2,0
1170,1,2,1,0,2,2,3,2,2,1,1,1,3,2,2,2,1,1,1
1171,1,2,1,0,2,2,3,2,2,1,1,1,3,2,1,1,3,2,0
1172,1,1,1,3,2,2,2,1,1,1,1,1,3,2,1,1,3,2,0
1173,1,1,1,3,2,1,1,3,2,1,1,1,3,2,2,3,0,2,1
1174,1,1,1,3,2,1,1,3,2,0,1,1,0,2,2,3,0,2,1
1175,1,1,1,3,2,1,1,3,2,3,2,1,3,2,2,0,0,2,0
1176,1,1,1,3,2,2,3,0,2,0,1,1,0,2,2,3,0,2,1
1177,1,1,1,3,2,2,3,0,2,3,2,1,3,2,2,0,0,2,0
1178,0,1,1,0,2,2,3,0,2,3,2,1,3,2,2,0,0,2,0
1179,3,2,1,3,2,2,0,0,2,2,2,1,3,2,2,0,4,2,1
1180,3,2,1,3,2,2,0,0,2,1,1,1,2,2,2,1,3,2,1
1181,3,2,1,3,2,2,0,0,2,3,1,1,0,2,3,0,2,2,0
1182,2,2,1,3,2,2,0,4,2,1,1,1,2,2,2,1,3,2,1
1183,2,2,1,3,2,2,0,4,2,3,1,1,0,2,3,0,2,2,0
1184,1,1,1,2,2,2,1,3,2,3,1,1,0,2,3,0,2,2,0
1185,3,1,1,0,2,3,0,2,2,3,4,1,3,2,3,1,2,2,1
1186,3,1,1,0,2,3,0,2,2,2,1,1,0,2,3,0,1,2,0
1187,3,4,1,3,2,3,1,2,2,2,1,1,0,2,3,0,1,2,0
1188,2,1,1,0,2,3,0,1,2,2,2,1,0,2,2,3,2,2,1
1189,2,1,1,0,2,3,0,1,2,2,1,1,3,2,2,2,1,1,1
1190,2,1,1,0,2,3,0,1,2,0,1,1,2,2,2,0,0,2,0
1191,2,2,1,0,2,2,3,2,2,2,1,1,3,2,2,2,1,1,1
1192,2,2,1,0,2,2,3,2,2,0,1,1,2,2,2,0,0,2,0
1193,2,1,1,3,2,2,2,1,1,0,1,1,2,2,2,0,0,2,0
1194,0,1,1,2,2,2,0,0,2,3,1,1,3,2,3,0,4,2,1
1195,0,1,1,2,2,2,0,0,2,0,1,1,0,2,3,0,0,2,1
1196,0,1,1,2,2,2,0,0,2,1,0,0,0,2,1,1,2,2,0
1197,3,1,1,3,2,3,0,4,2,0,1,1,0,2,3,0,0,2,1
1198,3,1,1,3,2,3,0,4,2,1,0,0,0,2,1,1,2,2,0
1199,0,1,1,0,2,3,0,0,2,1,0,0,0,2,1,1,2,2,0
1200,1,0,0,0,2,1,1,2,2,0,2,1,0,2,2,0,2,2,0
1201,0,2,1,0,2,2,0,2,2,2,4,1,0,2,3,0,2,2,1
1202,0,2,1,0,2,2,0,2,2,2,1,1,2,2,2,1,4,2,1
1203,0,2,1,0,2,2,0,2,2,2,0,1,0,2,1,0,0,2,0
1204,2,4,1,0,2,3,0,2,2,2,1,1,2,2,2,1,4,2,1
1205,2,4,1,0,2,3,0,2,2,2,0,1,0,2,1,0,0,2,0
1206,2,1,1,2,2,2,1,4,2,2,0,1,0,2,1,0,0,2,0
1207,2,0,1,0,2,1,0,0,2,2,1,1,0,2,3,1,4,2,1
1208,2,0,1,0,2,1,0,0,2,0,0,1,1,2,1,0,1,1,1
1209,2,0,1,0,2,1,0,0,2,1,1,1,0,2,3,0,3,2,0
1210,2,1,1,0,2,3,1,4,2,0,0,1,1,2,1,0,1,1,1
1211,2,1,1,0,2,3,1,4,2,1,1,1,0,2,3,0,3,2,0
1212,0,0,1,1,2,1,0,1,1,1,1,1,0,2,3,0,3,2,0
1213,1,1,1,0,2,3,0,3,2,3,4,1,3,2,2,0,2,2,1
1214,1,1,1,0,2,3,0,3,2,3,1,1,3,2,2,1,4,2,1
1215,1,1,1,0,2,3,0,3,2,1,3,1,1,2,2,2,0,1,0
1216,3,4,1,3,2,2,0,2,2,3,1,1,3,2,2,1,4,2,1
1217,3,4,1,3,2,2,0,2,2,1,3,1,1,2,2,2,0,1,0
1218,3,1,1,3,2,2,1,4,2,1,3,1,1,2,2,2,0,1,0
1219,1,3,1,1,2,2,2,0,1,3,1,1,0,2,3,1,2,1,0
1220,3,1,1,0,2,3,1,2,1,1,4,1,3,0,1,2,1,1,1
1221,3,1,1,0,2,3,1,2,1,2,2,1,1,2,2,1,4,2,0
1222,1,4,1,3,0,1,2,1,1,2,2,1,1,2,2,1,4,2,0
1223,2,2,1,1,2,2,1,4,2,2,1,1,3,2,2,2,1,2,1
1224,2,2,1,1,2,2,1,4,2,2,2,1,0,2,2,1,2,2,1
1225,2,2,1,1,2,2,1,4,2,2,1,0,2,2,1,0,2,2,0
1226,2,1,1,3,2,2,2,1,2,2,2,1,0,2,2,1,2,2,1
1227,2,1,1,3,2,2,2,1,2,2,1,0,2,2,1,0,2,2,0
1228,2,2,1,0,2,2,1,2,2,2,1,0,2,2,1,0,2,2,0
1229,2,1,0,2,2,1,0,2,2,2,4,0,2,2,2,0,4,2,0
1230,2,4,0,2,2,2,0,4,2,2,1,1,1,1,2,0,4,2,0
1231,2,1,1,1,1,2,0,4,2,3,4,0,1,2,2,0,1,2,1
1232,2,1,1,1,1,2,0,4,2,3,4,1,1,2,3,1,1,2,1
1233,2,1,1,1,1,2,0,4,2,3,1,0,2,2,2,0,2,2,0
1234,3,4,0,1,2,2,0,1,2,3,4,1,1,2,3,1,1,2,1
1235,3,4,0,1,2,2,0,1,2,3,1,0,2,2,2,0,2,2,0
1236,3,4,1,1,2,3,1,1,2,3,1,0,2,2,2,0,2,2,0
1237,3,1,0,2,2,2,0,2,2,2,0,1,0,2,2,0,2,2,1
1238,3,1,0,2,2,2,0,2,2,0,1,1,2,1,2,1,1,1,1
1239,3,1,0,2,2,2,0,2,2,1,4,1,0,0,2,3,3,2,0
1240,2,0,1,0,2,2,0,2,2,0,1,1,2,1,2,1,1,1,1
1241,2,0,1,0,2,2,0,2,2,1,4,1,0,0,2,3,3,2,0
1242,0,1,1,2,1,2,1,1,1,1,4,1,0,0,2,3,3,2,0
1243,1,4,1,0,0,2,3,3,2,1,0,1,3,2,2,0,4,2,1
1244,1,4,1,0,0,2,3,3,2,3,1,1,3,2,2,0,0,2,0
1245,1,0,1,3,2,2,0,4,2,3,1,1,3,2,2,0,0,2,0
1246,3,1,1,3,2,2,0,0,2,2,1,1,3,2,2,0,4,2,1
1247,3,1,1,3,2,2,0,0,2,3,0,1,0,2,2,0,2,2,1
1248,3,1,1,3,2,2,0,0,2,0,0,1,1,2,3,2,3,2,0
1249,2,1,1,3,2,2,0,4,2,3,0,1,0,2,2,0,2,2,1
1250,2,1,1,3,2,2,0,4,2,0,0,1,1,2,3,2,3,2,0
1251,3,0,1,0,2,2,0,2,2,0,0,1,1,2,3,2,3,2,0
1252,0,0,1,1,2,3,2,3,2,0,1,1,1,0,2,0,2,1,1
1253,0,0,1,1,2,3,2,3,2,0,1,0,1,0,2,0,1,1,1
1254,0,0,1,1,2,3,2,3,2,2,1,1,2,0,2,0,3,2,0
1255,0,1,1,1,0,2,0,2,1,0,1,0,1,0,2,0,1,1,1
1256,0,1,1,1,0,2,0,2,1,2,1,1,2,0,2,0,3,2,0
1257,0,1,0,1,0,2,0,1,1,2,1,1,2,0,2,0,3,2,0
1258,2,1,1,2,0,2,0,3,2,3,1,1,3,2,2,1,1,2,1
1259,2,1,1,2,0,2,0,3,2,2,2,1,0,2,2,1,3,2,1
1260,2,1,1,2,0,2,0,3,2,3,4,1,3,2,1,0,3,2,0
1261,3,1,1,3,2,2,1,1,2,2,2,1,0,2,2,1,3,2,1
1262,3,1,1,3,2,2,1,1,2,3,4,1,3,2,1,0,3,2,0
1263,2,2,1,0,2,2,1,3,2,3,4,1,3,2,1,0,3,2,0
1264,3,4,1,3,2,1,0,3,2,0,4,1,3,2,2,1,0,2,1
1265,3,4,1,3,2,1,0,3,2,2,2,1,1,2,2,1,2,2,1
1266,3,4,1,3,2,1,0,3,2,3,1,1,0,2,1,1,1,2,0
1267,0,4,1,3,2,2,1,0,2,2,2,1,1,2,2,1,2,2,1
1268,0,4,1,3,2,2,1,0,2,3,1,1,0,2,1,1,1,2,0
1269,2,2,1,1,2,2,1,2,2,3,1,1,0,2,1,1,1,2,0
1270,3,1,1,0,2,1,1,1,2,2,2,1,3,2,2,1,2,2,1
1271,3,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,1,1,1
1272,3,1,1,0,2,1,1,1,2,2,0,1,1,2,2,3,2,2,0
1273,2,2,1,3,2,2,1,2,2,0,1,1,0,2,2,1,1,1,1
1274,2,2,1,3,2,2,1,2,2,2,0,1,1,2,2,3,2,2,0
1275,0,1,1,0,2,2,1,1,1,2,0,1,1,2,2,3,2,2,0
1276,2,0,1,1,2,2,3,2,2,1,1,0,1,2,1,0,3,2,1
1277,2,0,1,1,2,2,3,2,2,1,1,1,3,2,0,0,3,2,1
1278,2,0,1,1,2,2,3,2,2,3,1,1,1,2,2,3,4,2,0
1279,1,1,0,1,2,1,0,3,2,1,1,1,3,2,0,0,3,2,1
1280,1,1,0,1,2,1,0,3,2,3,1,1,1,2,2,3,4,2,0
1281,1,1,1,3,2,0,0,3,2,3,1,1,1,2,2,3,4,2,0
1282,3,1,1,1,2,2,3,4,2,2,1,1,3,0,1,2,0,1,1
1283,3,1,1,1,2,2,3,4,2,2,1,1,3,0,2,0,1,2,0
1284,2,1,1,3,0,1,2,0,1,2,1,1,3,0,2,0,1,2,0
1285,2,1,1,3,0,2,0,1,2,1,0,1,0,2,2,0,3,2,1
1286,2,1,1,3,0,2,0,1,2,3,1,1,1,2,2,1,1,2,1
1287,2,1,1,3,0,2,0,1,2,2,1,1,0,2,3,2,3,2,0
1288,1,0,1,0,2,2,0,3,2,3,1,1,1,2,2,1,1,2,1
1289,1,0,1,0,2,2,0,3,2,2,1,1,0,2,3,2,3,2,0
1290,3,1,1,1,2,2,1,1,2,2,1,1,0,2,3,2,3,2,0
1291,2,1,1,0,2,3,2,3,2,3,4,1,3,2,2,2,1,2,0
1292,3,4,1,3,2,2,2,1,2,3,2,0,2,2,3,0,4,2,0
1293,3,2,0,2,2,3,0,4,2,1,1,1,0,2,2,2,2,1,1
1294,3,2,0,2,2,3,0,4,2,3,0,1,0,2,1,0,3,2,1
1295,3,2,0,2,2,3,0,4,2,1,0,1,1,2,2,0,3,2,0
1296,1,1,1,0,2,2,2,2,1,3,0,1,0,2,1,0,3,2,1
1297,1,1,1,0,2,2,2,2,1,1,0,1,1,2,2,0,3,2,0
1298,3,0,1,0,2,1,0,3,2,1,0,1,1,2,2,0,3,2,0
1299,1,0,1,1,2,2,0,3,2,1,4,1,3,2,2,0,3,2,1
1300,1,0,1,1,2,2,0,3,2,3,4,1,0,2,2,0,0,2,1
1301,1,0,1,1,2,2,0,3,2,2,2,1,3,0,3,0,2,2,0
1302,1,4,1,3,2,2,0,3,2,3,4,1,0,2,2,0,0,2,1
1303,1,4,1,3,2,2,0,3,2,2,2,1,3,0,3,0,2,2,0
1304,3,4,1,0,2,2,0,0,2,2,2,1,3,0,3,0,2,2,0
1305,2,2,1,3,0,3,0,2,2,0,1,1,0,1,2,1,0,2,1
1306,2,2,1,3,0,3,0,2,2,2,1,0,2,2,3,0,3,2,1
1307,2,2,1,3,0,3,0,2,2,3,4,1,3,2,3,0,0,2,0
1308,0,1,1,0,1,2,1,0,2,2,1,0,2,2,3,0,3,2,1
1309,0,1,1,0,1,2,1,0,2,3,4,1,3,2,3,0,0,2,0
1310,2,1,0,2,2,3,0,3,2,3,4,1,3,2,3,0,0,2,0
1311,3,4,1,3,2,3,0,0,2,3,1,1,3,2,2,1,3,2,1
1312,3,4,1,3,2,3,0,0,2,1,1,1,3,2,1,0,2,2,1
1313,3,4,1,3,2,3,0,0,2,1,4,0,1,2,2,0,1,2,0
1314,3,1,1,3,2,2,1,3,2,1,1,1,3,2,1,0,2,2,1
1315,3,1,1,3,2,2,1,3,2,1,4,0,1,2,2,0,1,2,0
1316,1,1,1,3,2,1,0,2,2,1,4,0,1,2,2,0,1,2,0
1317,1,4,0,1,2,2,0,1,2,2,0,1,0,2,2,1,3,2,0
1318,2,0,1,0,2,2,1,3,2,2,1,1,0,0,2,0,0,2,1
1319,2,0,1,0,2,2,1,3,2,2,2,1,0,2,2,0,1,2,1
1320,2,0,1,0,2,2,1,3,2,3,2,1,3,0,2,1,2,1,0
1321,2,1,1,0,0,2,0,0,2,2,2,1,0,2,2,0,1,2,1
1322,2,1,1,0,0,2,0,0,2,3,2,1,3,0,2,1,2,1,0
1323,2,2,1,0,2,2,0,1,2,3,2,1,3,0,2,1,2,1,0
1324,3,2,1,3,0,2,1,2,1,1,1,1,1,0,2,2,2,1,1
1325,3,2,1,3,0,2,1,2,1,1,1,1,0,2,2,0,3,2,0
1326,1,1,1,1,0,2,2,2,1,1,1,1,0,2,2,0,3,2,0
1327,1,1,1,0,2,2,0,3,2,3,1,1,0,2,2,0,1,2,1
1328,1,1,1,0,2,2,0,3,2,3,1,1,3,2,2,0,2,2,1
1329,1,1,1,0,2,2,0,3,2,3,4,1,3,2,3,0,3,2,0
1330,3,1,1,0,2,2,0,1,2,3,1,1,3,2,2,0,2,2,1
1331,3,1,1,0,2,2,0,1,2,3,4,1,3,2,3,0,3,2,0
1332,3,1,1,3,2,2,0,2,2,3,4,1,3,2,3,0,3,2,0
1333,3,4,1,3,2,3,0,3,2,3,4,1,0,2,2,1,4,2,1
1334,3,4,1,3,2,3,0,3,2,2,1,1,0,2,2,1,1,2,1
1335,3,4,1,3,2,3,0,3,2,2,4,1,1,0,2,3,2,1,0
1336,3,4,1,0,2,2,1,4,2,2,1,1,0,2,2,1,1,2,1
1337,3,4,1,0,2,2,1,4,2,2,4,1,1,0,2,3,2,1,0
1338,2,1,1,0,2,2,1,1,2,2,4,1,1,0,2,3,2,1,0
1339,2,4,1,1,0,2,3,2,1,2,4,1,0,2,2,0,4,2,0
1340,2,4,1,0,2,2,0,4,2,2,1,1,3,0,2,0,3,2,1
1341,2,4,1,0,2,2,0,4,2,1,4,1,0,2,2,1,2,2,1
1342,2,4,1,0,2,2,0,4,2,2,1,1,3,2,2,1,1,1,0
1343,2,1,1,3,0,2,0,3,2,1,4,1,0,2,2,1,2,2,1
1344,2,1,1,3,0,2,0,3,2,2,1,1,3,2,2,1,1,1,0
1345,1,4,1,0,2,2,1,2,2,2,1,1,3,2,2,1,1,1,0
1346,2,1,1,3,2,2,1,1,1,3,1,0,1,2,1,1,3,2,1
1347,2,1,1,3,2,2,1,1,1,3,2,1,0,2,2,3,2,1,1
1348,2,1,1,3,2,2,1,1,1,2,1,1,0,2,2,2,1,1,0
1349,3,1,0,1,2,1,1,3,2,3,2,1,0,2,2,3,2,1,1
1350,3,1,0,1,2,1,1,3,2,2,1,1,0,2,2,2,1,1,0
1351,3,2,1,0,2,2,3,2,1,2,1,1,0,2,2,2,1,1,0
1352,2,1,1,0,2,2,2,1,1,2,1,1,1,2,1,0,3,2,0
1353,2,1,1,1,2,1,0,3,2,1,2,1,3,0,2,1,3,2,1
1354,2,1,1,1,2,1,0,3,2,1,1,1,0,0,2,1,1,1,0
1355,1,2,1,3,0,2,1,3,2,1,1,1,0,0,2,1,1,1,0
1356,1,1,1,0,0,2,1,1,1,2,3,1,0,2,2,0,1,2,1
1357,1,1,1,0,0,2,1,1,1,1,2,2,4,2,2,0,2,2,0
1358,2,3,1,0,2,2,0,1,2,1,2,2,4,2,2,0,2,2,0
1359,1,2,2,4,2,2,0,2,2,1,0,0,1,0,2,2,2,2,1
1360,1,2,2,4,2,2,0,2,2,1,0,1,4,0,2,3,2,2,1
1361,1,2,2,4,2,2,0,2,2,3,1,0,3,2,1,0,3,2,0
1362,1,0,0,1,0,2,2,2,2,1,0,1,4,0,2,3,2,2,1
1363,1,0,0,1,0,2,2,2,2,3,1,0,3,2,1,0,3,2,0
1364,1,0,1,4,0,2,3,2,2,3,1,0,3,2,1,0,3,2,0
1365,3,1,0,3,2,1,0,3,2,1,1,0,1,0,3,0,2,1,1
1366,3,1,0,3,2,1,0,3,2,0,1,1,0,0,2,0,2,1,1
1367,3,1,0,3,2,1,0,3,2,3,4,1,3,0,2,0,4,2,0
1368,1,1,0,1,0,3,0,2,1,0,1,1,0,0,2,0,2,1,1
1369,1,1,0,1,0,3,0,2,1,3,4,1,3,0,2,0,4,2,0
1370,0,1,1,0,0,2,0,2,1,3,4,1,3,0,2,0,4,2,0
1371,3,4,1,3,0,2,0,4,2,1,1,1,3,2,3,3,1,2,1
1372,3,4,1,3,0,2,0,4,2,0,2,1,0,0,2,1,2,1,1
1373,3,4,1,3,0,2,0,4,2,2,0,1,1,2,2,1,1,2,0
1374,1,1,1,3,2,3,3,1,2,0,2,1,0,0,2,1,2,1,1
1375,1,1,1,3,2,3,3,1,2,2,0,1,1,2,2,1,1,2,0
1376,0,2,1,0,0,2,1,2,1,2,0,1,1,2,2,1,1,2,0
1377,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2,1
1378,2,0,1,1,2,2,1,1,2,0,1,1,3,2,3,0,2,2,1
1379,2,0,1,1,2,2,1,1,2,2,1,1,1,2,3,0,1,2,0
1380,3,1,1,3,2,3,1,1,2,0,1,1,3,2,3,0,2,2,1
1381,3,1,1,3,2,3,1,1,2,2,1,1,1,2,3,0,1,2,0
